Data_ID,PMID,Model,Prompt_ID,E1,E2,True_Label,Pred_Label,Raw_Output
1897,89511,llama3.2:1b,1,oestrogen,hyperplasia,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1898,89511,llama3.2:1b,1,oestrogen,endometrial carcinoma,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1899,89511,llama3.2:1b,1,oestrogen,malignancy,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1900,89511,llama3.2:1b,1,oestrogen,endometrial hyperplasia,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1901,89511,llama3.2:1b,1,oestrogen,carcinoma,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1902,89511,llama3.2:1b,1,progestagen,endometrial disease,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1903,89511,llama3.2:1b,1,progestagen,hyperplasia,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1904,89511,llama3.2:1b,1,progestagen,endometrial carcinoma,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1905,89511,llama3.2:1b,1,progestagen,malignancy,none,No,"1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: No"
1906,89511,llama3.2:1b,1,progestagen,endometrial hyperplasia,none,No,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes"
1907,89511,llama3.2:1b,1,progestagen,carcinoma,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes"
1908,89511,llama3.2:1b,1,norethisterone,endometrial disease,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes"
1909,89511,llama3.2:1b,1,norethisterone,hyperplasia,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes"
1910,89511,llama3.2:1b,1,norethisterone,endometrial carcinoma,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes"
1911,89511,llama3.2:1b,1,norethisterone,malignancy,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes"
1912,89511,llama3.2:1b,1,norethisterone,endometrial hyperplasia,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes"
1913,89511,llama3.2:1b,1,norethisterone,carcinoma,none,Yes,"Item 1: No
Item 2: Yes
Item 3: Yes
Item 4: Yes
Item 5: Yes
Item 6: Yes
Item 7: Yes
Item 8: Yes"
