taskID,title,abstract,items
23892921,"""real-world"" data on the efficacy and safety of lenalidomide and dexamethasone in patients with relapsed/refractory multiple myeloma who were treated according to the standard clinical practice: a study of the greek myeloma study group.","lenalidomide and dexamethasone (rd) is a standard of care for relapsed/refractory multiple myeloma (rrmm), but there is limited published data on its efficacy and safety in the ""real world"" (rw), according to the international society of pharmacoeconomics and outcomes research definition. we studied 212 rrmm patients who received rd in rw. objective response (>pr (partial response)) rate was 77.4 % (complete response (cr), 20.2 %). median time to first and best response was 2 and 5 months, respectively. median time to cr when rd was given as 2nd or >2(nd)-line treatment at 4 and 11 months, respectively. quality of response was independent of previous lines of therapies or previous exposure to thalidomide or bortezomib. median duration of response was 34.4 months, and it was higher in patients who received rd until progression (not reached versus 19 months, p < 0.001). improvement of humoral immunity occurred in 60 % of responders (p < 0.001) and in the majority of patients who achieved stable disease. adverse events were reported in 68.9 % of patients (myelosuppression in 49.4 %) and 12.7 % of patients needed hospitalization. peripheral neuropathy was observed only in 2.5 % of patients and deep vein thrombosis in 5.7 %. dose reductions were needed in 31 % of patients and permanent discontinuation in 38.9 %. median time to treatment discontinuation was 16.8 months. performance status (ps) and initial lenalidomide dose predicted for treatment discontinuation. extra-medullary relapses occurred in 3.8 % of patients. our study confirms that rd is effective and safe in rrmm in the rw; it produces durable responses especially in patients who continue on treatment till progression and improves humoral immunity even in patients with stable disease.","[{""id"": ""121"", ""label"": ""no"", ""e1"": ""lenalidomide"", ""e2"": ""multiple myeloma""}, {""id"": ""122"", ""label"": ""no"", ""e1"": ""lenalidomide"", ""e2"": ""myeloma""}, {""id"": ""123"", ""label"": ""no"", ""e1"": ""lenalidomide"", ""e2"": ""rrmm""}, {""id"": ""124"", ""label"": ""yes"", ""e1"": ""lenalidomide"", ""e2"": ""myelosuppression""}, {""id"": ""125"", ""label"": ""yes"", ""e1"": ""lenalidomide"", ""e2"": ""peripheral neuropathy""}, {""id"": ""126"", ""label"": ""yes"", ""e1"": ""lenalidomide"", ""e2"": ""deep vein thrombosis""}, {""id"": ""127"", ""label"": ""no"", ""e1"": ""dexamethasone"", ""e2"": ""multiple myeloma""}, {""id"": ""128"", ""label"": ""no"", ""e1"": ""dexamethasone"", ""e2"": ""myeloma""}, {""id"": ""129"", ""label"": ""no"", ""e1"": ""dexamethasone"", ""e2"": ""rrmm""}, {""id"": ""130"", ""label"": ""yes"", ""e1"": ""dexamethasone"", ""e2"": ""myelosuppression""}, {""id"": ""131"", ""label"": ""yes"", ""e1"": ""dexamethasone"", ""e2"": ""peripheral neuropathy""}, {""id"": ""132"", ""label"": ""yes"", ""e1"": ""dexamethasone"", ""e2"": ""deep vein thrombosis""}, {""id"": ""133"", ""label"": ""no"", ""e1"": ""rd"", ""e2"": ""multiple myeloma""}, {""id"": ""134"", ""label"": ""no"", ""e1"": ""rd"", ""e2"": ""myeloma""}, {""id"": ""135"", ""label"": ""no"", ""e1"": ""rd"", ""e2"": ""rrmm""}, {""id"": ""136"", ""label"": ""no"", ""e1"": ""rd"", ""e2"": ""myelosuppression""}, {""id"": ""137"", ""label"": ""no"", ""e1"": ""rd"", ""e2"": ""peripheral neuropathy""}, {""id"": ""138"", ""label"": ""no"", ""e1"": ""rd"", ""e2"": ""deep vein thrombosis""}, {""id"": ""139"", ""label"": ""no"", ""e1"": ""thalidomide"", ""e2"": ""multiple myeloma""}, {""id"": ""140"", ""label"": ""no"", ""e1"": ""thalidomide"", ""e2"": ""myeloma""}, {""id"": ""141"", ""label"": ""no"", ""e1"": ""thalidomide"", ""e2"": ""rrmm""}, {""id"": ""142"", ""label"": ""no"", ""e1"": ""thalidomide"", ""e2"": ""myelosuppression""}, {""id"": ""143"", ""label"": ""no"", ""e1"": ""thalidomide"", ""e2"": ""peripheral neuropathy""}, {""id"": ""144"", ""label"": ""no"", ""e1"": ""thalidomide"", ""e2"": ""deep vein thrombosis""}, {""id"": ""145"", ""label"": ""no"", ""e1"": ""bortezomib"", ""e2"": ""multiple myeloma""}, {""id"": ""146"", ""label"": ""no"", ""e1"": ""bortezomib"", ""e2"": ""myeloma""}, {""id"": ""147"", ""label"": ""no"", ""e1"": ""bortezomib"", ""e2"": ""rrmm""}, {""id"": ""148"", ""label"": ""no"", ""e1"": ""bortezomib"", ""e2"": ""myelosuppression""}, {""id"": ""149"", ""label"": ""no"", ""e1"": ""bortezomib"", ""e2"": ""peripheral neuropathy""}, {""id"": ""150"", ""label"": ""no"", ""e1"": ""bortezomib"", ""e2"": ""deep vein thrombosis""}]"
23949582,"the cytogenetic action of ifosfamide, mesna, and their combination on peripheral rabbit lymphocytes: an in vivo/in vitro cytogenetic study.","ifosfamide (ifo) is an alkylating nitrogen mustard, administrated as an antineoplasmic agent. it is characterized by its intense urotoxic action, leading to hemorrhagic cystitis. this side effect of ifo raises the requirement for the co-administration with sodium 2-sulfanylethanesulfonate (mesna) aiming to avoid or minimize this effect. ifo and mesna were administrated separately on rabbit's lymphocytes in vivo, which were later developed in vitro. cytogenetic markers for sister chromatid exchanges (sces), proliferation rate index (pri) and mitotic index were recorded. mesna's action, in conjunction with ifo reduces the frequency of sces, in comparison with the sces recordings obtained when ifo is administered alone. in addition to this, when high concentrations of mesna were administered alone significant reductions of the pri were noted, than with ifo acting at the same concentration on the lymphocytes. mesna significantly reduces ifo's genotoxicity, while when administered in high concentrations it acts in an inhibitory fashion on the cytostatic action of the drug.","[{""id"": ""151"", ""label"": ""no"", ""e1"": ""ifosfamide"", ""e2"": ""hemorrhagic cystitis""}, {""id"": ""152"", ""label"": ""no"", ""e1"": ""ifosfamide"", ""e2"": ""genotoxicity""}, {""id"": ""153"", ""label"": ""no"", ""e1"": ""mesna"", ""e2"": ""hemorrhagic cystitis""}, {""id"": ""154"", ""label"": ""no"", ""e1"": ""mesna"", ""e2"": ""genotoxicity""}, {""id"": ""155"", ""label"": ""no"", ""e1"": ""ifo"", ""e2"": ""hemorrhagic cystitis""}, {""id"": ""156"", ""label"": ""no"", ""e1"": ""ifo"", ""e2"": ""genotoxicity""}, {""id"": ""157"", ""label"": ""no"", ""e1"": ""nitrogen"", ""e2"": ""hemorrhagic cystitis""}, {""id"": ""158"", ""label"": ""no"", ""e1"": ""nitrogen"", ""e2"": ""genotoxicity""}, {""id"": ""159"", ""label"": ""no"", ""e1"": ""sodium 2-sulfanylethanesulfonate"", ""e2"": ""hemorrhagic cystitis""}, {""id"": ""160"", ""label"": ""no"", ""e1"": ""sodium 2-sulfanylethanesulfonate"", ""e2"": ""genotoxicity""}]"
23952588,risk factors and predictors of levodopa-induced dyskinesia among multiethnic malaysians with parkinson's disease.,"chronic pulsatile levodopa therapy for parkinson's disease (pd) leads to the development of motor fluctuations and dyskinesia. we studied the prevalence and predictors of levodopa-induced dyskinesia among multiethnic malaysian patients with pd. methods: this is a cross-sectional study involving 95 patients with pd on uninterrupted levodopa therapy for at least 6 months. the instrument used was the updrs questionnaires. the predictors of dyskinesia were determined using multivariate logistic regression analysis. results: the mean age was 65.6 + 8.5 years. the mean onset age was 58.5 + 9.8 years. the median disease duration was 6 (7) years. dyskinesia was present in 44% (n = 42) with median levodopa therapy of 3 years. there were 64.3% chinese, 31% malays, and 3.7% indians and other ethnic groups. eighty-one percent of patients with dyskinesia had clinical fluctuations. patients with dyskinesia had lower onset age ( p < 0.001), longer duration of levodopa therapy ( p < 0.001), longer disease duration ( p < 0.001), higher total daily levodopa dose ( p < 0.001), and higher total updrs scores ( p = 0.005) than patients without dyskinesia. the three significant predictors of dyskinesia were duration of levodopa therapy, onset age, and total daily levodopa dose. conclusions: the prevalence of levodopa-induced dyskinesia in our patients was 44%. the most significant predictors were duration of levodopa therapy, total daily levodopa dose, and onset age.","[{""id"": ""161"", ""label"": ""yes"", ""e1"": ""levodopa"", ""e2"": ""dyskinesia""}, {""id"": ""162"", ""label"": ""no"", ""e1"": ""levodopa"", ""e2"": ""parkinson's disease""}, {""id"": ""163"", ""label"": ""no"", ""e1"": ""levodopa"", ""e2"": ""pd""}]"
24040781,an unexpected diagnosis in a renal-transplant patient with proteinuria treated with everolimus: al amyloidosis.,"proteinuria is an expected complication in transplant patients treated with mammalian target of rapamycin inhibitors (mtor-i). however, clinical suspicion should always be supported by histological evidence in order to investigate potential alternate diagnoses such as acute or chronic rejection, interstitial fibrosis and tubular atrophy, or recurrent or de novo glomerulopathy. in this case we report the unexpected diagnosis of amyloidosis in a renal-transplant patient with pre-transplant monoclonal gammapathy of undetermined significance who developed proteinuria after conversion from tacrolimus to everolimus.","[{""id"": ""164"", ""label"": ""yes"", ""e1"": ""everolimus"", ""e2"": ""proteinuria""}, {""id"": ""165"", ""label"": ""yes"", ""e1"": ""everolimus"", ""e2"": ""al""}, {""id"": ""166"", ""label"": ""yes"", ""e1"": ""everolimus"", ""e2"": ""amyloidosis""}, {""id"": ""167"", ""label"": ""no"", ""e1"": ""everolimus"", ""e2"": ""fibrosis""}, {""id"": ""168"", ""label"": ""no"", ""e1"": ""everolimus"", ""e2"": ""atrophy""}, {""id"": ""169"", ""label"": ""no"", ""e1"": ""everolimus"", ""e2"": ""glomerulopathy""}, {""id"": ""170"", ""label"": ""no"", ""e1"": ""rapamycin"", ""e2"": ""proteinuria""}, {""id"": ""171"", ""label"": ""no"", ""e1"": ""rapamycin"", ""e2"": ""al""}, {""id"": ""172"", ""label"": ""no"", ""e1"": ""rapamycin"", ""e2"": ""amyloidosis""}, {""id"": ""173"", ""label"": ""no"", ""e1"": ""rapamycin"", ""e2"": ""fibrosis""}, {""id"": ""174"", ""label"": ""no"", ""e1"": ""rapamycin"", ""e2"": ""atrophy""}, {""id"": ""175"", ""label"": ""no"", ""e1"": ""rapamycin"", ""e2"": ""glomerulopathy""}, {""id"": ""176"", ""label"": ""no"", ""e1"": ""tacrolimus"", ""e2"": ""proteinuria""}, {""id"": ""177"", ""label"": ""no"", ""e1"": ""tacrolimus"", ""e2"": ""al""}, {""id"": ""178"", ""label"": ""no"", ""e1"": ""tacrolimus"", ""e2"": ""amyloidosis""}, {""id"": ""179"", ""label"": ""no"", ""e1"": ""tacrolimus"", ""e2"": ""fibrosis""}, {""id"": ""180"", ""label"": ""no"", ""e1"": ""tacrolimus"", ""e2"": ""atrophy""}, {""id"": ""181"", ""label"": ""no"", ""e1"": ""tacrolimus"", ""e2"": ""glomerulopathy""}]"
24067251,an investigation of the pattern of kidney injury in hiv-positive persons exposed to tenofovir disoproxil fumarate: an examination of a large population database (mhra database).,"the potential for tenofovir to cause a range of kidney syndromes has been established from mechanistic and randomised clinical trials. however, the exact pattern of kidney involvement is still uncertain. we undertook a descriptive analysis of yellow card records of 407 hiv-positive persons taking tenofovir disoproxil fumarate (tdf) as part of their antiretroviral therapy regimen and submitted to the medicines and healthcare products regulatory agency (mhra) with suspected kidney adverse effects. reports that satisfy defined criteria were classified as acute kidney injury, kidney tubular dysfunction and fanconi syndrome. of the 407 yellow card records analysed, 106 satisfied criteria for tdf-related kidney disease, of which 53 (50%) had features of kidney tubular dysfunction, 35 (33%) were found to have features of glomerular dysfunction and 18 (17%) had fanconi syndrome. the median tdf exposure was 316 days (interquartile range 120-740). the incidence of hospitalisation for tdf kidney adverse effects was high, particularly amongst patients with features of fanconi syndrome. the pattern of kidney syndromes in this population series mirrors that reported in randomised clinical trials. cessation of tdf was associated with complete restoration of kidney function in up half of the patients in this report.","[{""id"": ""182"", ""label"": ""no"", ""e1"": ""tenofovir disoproxil fumarate"", ""e2"": ""kidney injury""}, {""id"": ""183"", ""label"": ""yes"", ""e1"": ""tenofovir disoproxil fumarate"", ""e2"": ""acute kidney injury""}, {""id"": ""184"", ""label"": ""no"", ""e1"": ""tenofovir disoproxil fumarate"", ""e2"": ""kidney tubular dysfunction""}, {""id"": ""185"", ""label"": ""yes"", ""e1"": ""tenofovir disoproxil fumarate"", ""e2"": ""fanconi syndrome""}, {""id"": ""186"", ""label"": ""no"", ""e1"": ""tenofovir disoproxil fumarate"", ""e2"": ""kidney disease""}, {""id"": ""187"", ""label"": ""no"", ""e1"": ""tenofovir disoproxil fumarate"", ""e2"": ""glomerular dysfunction""}, {""id"": ""188"", ""label"": ""no"", ""e1"": ""tenofovir"", ""e2"": ""kidney injury""}, {""id"": ""189"", ""label"": ""no"", ""e1"": ""tenofovir"", ""e2"": ""acute kidney injury""}, {""id"": ""190"", ""label"": ""no"", ""e1"": ""tenofovir"", ""e2"": ""kidney tubular dysfunction""}, {""id"": ""191"", ""label"": ""no"", ""e1"": ""tenofovir"", ""e2"": ""fanconi syndrome""}, {""id"": ""192"", ""label"": ""no"", ""e1"": ""tenofovir"", ""e2"": ""kidney disease""}, {""id"": ""193"", ""label"": ""no"", ""e1"": ""tenofovir"", ""e2"": ""glomerular dysfunction""}, {""id"": ""194"", ""label"": ""no"", ""e1"": ""tdf"", ""e2"": ""kidney injury""}, {""id"": ""195"", ""label"": ""yes"", ""e1"": ""tdf"", ""e2"": ""acute kidney injury""}, {""id"": ""196"", ""label"": ""no"", ""e1"": ""tdf"", ""e2"": ""kidney tubular dysfunction""}, {""id"": ""197"", ""label"": ""yes"", ""e1"": ""tdf"", ""e2"": ""fanconi syndrome""}, {""id"": ""198"", ""label"": ""no"", ""e1"": ""tdf"", ""e2"": ""kidney disease""}, {""id"": ""199"", ""label"": ""no"", ""e1"": ""tdf"", ""e2"": ""glomerular dysfunction""}]"
24068571,incidence of postoperative delirium is high even in a population without known risk factors.,"purpose: postoperative delirium is a recognized complication in populations at risk. the aim of this study is to assess the prevalence of early postoperative delirium in a population without known risk factors admitted to the icu for postoperative monitoring after elective major surgery. the secondary outcome investigated is to identify eventual independent risk factors among demographic data and anesthetic drugs used. methods: an observational, prospective study was conducted on a consecutive cohort of patients admitted to our icu within and for at least 24 h after major surgical procedures. exclusion criteria were any preexisting predisposing factor for delirium or other potentially confounding neurological dysfunctions. patients were assessed daily using the confusion assessment method for the icu scale for 3 days after the surgical procedure. early postoperative delirium incidence risk factors were then assessed through three different multiple regression models. results: according to the confusion assessment method for the icu scale, 28 % of patients were diagnosed with early postoperative delirium. the use of thiopentone was significantly associated with an eight-fold-higher risk for delirium compared to propofol (57.1% vs. 7.1%, rr = 8.0, x2 = 4.256; df = 1; 0.05 < p < 0.02). conclusion: in this study early postoperative delirium was found to be a very common complication after major surgery, even in a population without known risk factors. thiopentone was independently associated with an increase in its relative risk.","[{""id"": ""200"", ""label"": ""yes"", ""e1"": ""thiopentone"", ""e2"": ""postoperative delirium""}, {""id"": ""201"", ""label"": ""yes"", ""e1"": ""thiopentone"", ""e2"": ""delirium""}, {""id"": ""202"", ""label"": ""no"", ""e1"": ""thiopentone"", ""e2"": ""neurological dysfunctions""}, {""id"": ""203"", ""label"": ""no"", ""e1"": ""thiopentone"", ""e2"": ""confusion""}, {""id"": ""204"", ""label"": ""no"", ""e1"": ""propofol"", ""e2"": ""postoperative delirium""}, {""id"": ""205"", ""label"": ""no"", ""e1"": ""propofol"", ""e2"": ""delirium""}, {""id"": ""206"", ""label"": ""no"", ""e1"": ""propofol"", ""e2"": ""neurological dysfunctions""}, {""id"": ""207"", ""label"": ""no"", ""e1"": ""propofol"", ""e2"": ""confusion""}]"
24072398,a single neurotoxic dose of methamphetamine induces a long-lasting depressive-like behaviour in mice.,"methamphetamine (meth) triggers a disruption of the monoaminergic system and meth abuse leads to negative emotional states including depressive symptoms during drug withdrawal. however, it is currently unknown if the acute toxic dosage of meth also causes a long-lasting depressive phenotype and persistent monoaminergic deficits. thus, we now assessed the depressive-like behaviour in mice at early and long-term periods following a single high meth dose (30 mg/kg, i.p.). meth did not alter the motor function and procedural memory of mice as assessed by swimming speed and escape latency to find the platform in a cued version of the water maze task. however, meth significantly increased the immobility time in the tail suspension test at 3 and 49 days post-administration. this depressive-like profile induced by meth was accompanied by a marked depletion of frontostriatal dopaminergic and serotonergic neurotransmission, indicated by a reduction in the levels of dopamine, dopac and hva, tyrosine hydroxylase and serotonin, observed at both 3 and 49 days post-administration. in parallel, another neurochemical feature of depression--astroglial dysfunction--was unaffected in the cortex and the striatal levels of the astrocytic protein marker, glial fibrillary acidic protein, were only transiently increased at 3 days. these findings demonstrate for the first time that a single high dose of meth induces long-lasting depressive-like behaviour in mice associated with a persistent disruption of frontostriatal dopaminergic and serotonergic homoeostasis.","[{""id"": ""208"", ""label"": ""no"", ""e1"": ""methamphetamine"", ""e2"": ""neurotoxic""}, {""id"": ""209"", ""label"": ""yes"", ""e1"": ""methamphetamine"", ""e2"": ""depressive""}, {""id"": ""210"", ""label"": ""yes"", ""e1"": ""methamphetamine"", ""e2"": ""depressive symptoms""}, {""id"": ""211"", ""label"": ""yes"", ""e1"": ""methamphetamine"", ""e2"": ""depression""}, {""id"": ""212"", ""label"": ""no"", ""e1"": ""meth"", ""e2"": ""neurotoxic""}, {""id"": ""213"", ""label"": ""yes"", ""e1"": ""meth"", ""e2"": ""depressive""}, {""id"": ""214"", ""label"": ""yes"", ""e1"": ""meth"", ""e2"": ""depressive symptoms""}, {""id"": ""215"", ""label"": ""yes"", ""e1"": ""meth"", ""e2"": ""depression""}, {""id"": ""216"", ""label"": ""no"", ""e1"": ""dopamine"", ""e2"": ""neurotoxic""}, {""id"": ""217"", ""label"": ""no"", ""e1"": ""dopamine"", ""e2"": ""depressive""}, {""id"": ""218"", ""label"": ""no"", ""e1"": ""dopamine"", ""e2"": ""depressive symptoms""}, {""id"": ""219"", ""label"": ""no"", ""e1"": ""dopamine"", ""e2"": ""depression""}, {""id"": ""220"", ""label"": ""no"", ""e1"": ""dopac"", ""e2"": ""neurotoxic""}, {""id"": ""221"", ""label"": ""no"", ""e1"": ""dopac"", ""e2"": ""depressive""}, {""id"": ""222"", ""label"": ""no"", ""e1"": ""dopac"", ""e2"": ""depressive symptoms""}, {""id"": ""223"", ""label"": ""no"", ""e1"": ""dopac"", ""e2"": ""depression""}, {""id"": ""224"", ""label"": ""no"", ""e1"": ""hva"", ""e2"": ""neurotoxic""}, {""id"": ""225"", ""label"": ""no"", ""e1"": ""hva"", ""e2"": ""depressive""}, {""id"": ""226"", ""label"": ""no"", ""e1"": ""hva"", ""e2"": ""depressive symptoms""}, {""id"": ""227"", ""label"": ""no"", ""e1"": ""hva"", ""e2"": ""depression""}, {""id"": ""228"", ""label"": ""no"", ""e1"": ""tyrosine"", ""e2"": ""neurotoxic""}, {""id"": ""229"", ""label"": ""no"", ""e1"": ""tyrosine"", ""e2"": ""depressive""}, {""id"": ""230"", ""label"": ""no"", ""e1"": ""tyrosine"", ""e2"": ""depressive symptoms""}, {""id"": ""231"", ""label"": ""no"", ""e1"": ""tyrosine"", ""e2"": ""depression""}, {""id"": ""232"", ""label"": ""no"", ""e1"": ""serotonin"", ""e2"": ""neurotoxic""}, {""id"": ""233"", ""label"": ""no"", ""e1"": ""serotonin"", ""e2"": ""depressive""}, {""id"": ""234"", ""label"": ""no"", ""e1"": ""serotonin"", ""e2"": ""depressive symptoms""}, {""id"": ""235"", ""label"": ""no"", ""e1"": ""serotonin"", ""e2"": ""depression""}]"
24088636,linezolid-induced optic neuropathy.,many systemic antimicrobials have been implicated to cause ocular adverse effects. this is especially relevant in multidrug therapy where more than one drug can cause a similar ocular adverse effect. we describe a case of progressive loss of vision associated with linezolid therapy. a 45-year-old male patient who was on treatment with multiple second-line anti-tuberculous drugs including linezolid and ethambutol for extensively drug-resistant tuberculosis (xdr-tb) presented to us with painless progressive loss of vision in both eyes. color vision was defective and fundus examination revealed optic disc edema in both eyes. ethambutol-induced toxic optic neuropathy was suspected and tablet ethambutol was withdrawn. deterioration of vision occurred despite withdrawal of ethambutol. discontinuation of linezolid resulted in marked improvement of vision. our report emphasizes the need for monitoring of visual function in patients on long-term linezolid treatment.,"[{""id"": ""236"", ""label"": ""yes"", ""e1"": ""linezolid"", ""e2"": ""optic neuropathy""}, {""id"": ""237"", ""label"": ""no"", ""e1"": ""linezolid"", ""e2"": ""loss of vision""}, {""id"": ""238"", ""label"": ""no"", ""e1"": ""linezolid"", ""e2"": ""extensively drug-resistant tuberculosis""}, {""id"": ""239"", ""label"": ""no"", ""e1"": ""linezolid"", ""e2"": ""xdr-tb""}, {""id"": ""240"", ""label"": ""yes"", ""e1"": ""linezolid"", ""e2"": ""optic disc edema""}, {""id"": ""241"", ""label"": ""yes"", ""e1"": ""linezolid"", ""e2"": ""toxic optic neuropathy""}, {""id"": ""242"", ""label"": ""no"", ""e1"": ""linezolid"", ""e2"": ""deterioration of vision""}, {""id"": ""243"", ""label"": ""no"", ""e1"": ""ethambutol"", ""e2"": ""optic neuropathy""}, {""id"": ""244"", ""label"": ""no"", ""e1"": ""ethambutol"", ""e2"": ""loss of vision""}, {""id"": ""245"", ""label"": ""no"", ""e1"": ""ethambutol"", ""e2"": ""extensively drug-resistant tuberculosis""}, {""id"": ""246"", ""label"": ""no"", ""e1"": ""ethambutol"", ""e2"": ""xdr-tb""}, {""id"": ""247"", ""label"": ""no"", ""e1"": ""ethambutol"", ""e2"": ""optic disc edema""}, {""id"": ""248"", ""label"": ""no"", ""e1"": ""ethambutol"", ""e2"": ""toxic optic neuropathy""}, {""id"": ""249"", ""label"": ""no"", ""e1"": ""ethambutol"", ""e2"": ""deterioration of vision""}]"
24091473,"resuscitation with lipid, epinephrine, or both in levobupivacaine-induced cardiac toxicity in newborn piglets.","background: the optimal dosing regimens of lipid emulsion, epinephrine, or both are not yet determined in neonates in cases of local anaesthetic systemic toxicity (last). methods: newborn piglets received levobupivacaine until cardiovascular collapse occurred. standard cardiopulmonary resuscitation was started and electrocardiogram (ecg) was monitored for ventricular tachycardia, fibrillation, or qrs prolongation. piglets were then randomly allocated to four groups: control (saline), intralipid( ) alone, epinephrine alone, or a combination of intralipd plus epinephrine. resuscitation continued for 30 min or until there was a return of spontaneous circulation (rosc) accompanied by a mean arterial pressure at or superior to the baseline pressure and normal sinus rhythm for a period of 30 min. results: rosc was achieved in only one of the control piglets compared with most of the treated piglets. mortality was not significantly different between the three treatment groups, but was significantly lower in all the treatment groups compared with control. the number of ecg abnormalities was zero in the intralipid only group, but 14 and 17, respectively, in the epinephrine and epinephrine plus lipid groups (p<0.05). conclusions: lipid emulsion with or without epinephrine, or epinephrine alone were equally effective in achieving a return to spontaneous circulation in this model of last. epinephrine alone or in combination with lipid was associated with an increased number of ecg abnormalities compared with lipid emulsion alone.","[{""id"": ""250"", ""label"": ""no"", ""e1"": ""epinephrine"", ""e2"": ""cardiac toxicity""}, {""id"": ""251"", ""label"": ""no"", ""e1"": ""epinephrine"", ""e2"": ""toxicity""}, {""id"": ""252"", ""label"": ""no"", ""e1"": ""epinephrine"", ""e2"": ""cardiovascular collapse""}, {""id"": ""253"", ""label"": ""no"", ""e1"": ""epinephrine"", ""e2"": ""ventricular tachycardia""}, {""id"": ""254"", ""label"": ""no"", ""e1"": ""epinephrine"", ""e2"": ""fibrillation""}, {""id"": ""255"", ""label"": ""no"", ""e1"": ""levobupivacaine"", ""e2"": ""cardiac toxicity""}, {""id"": ""256"", ""label"": ""no"", ""e1"": ""levobupivacaine"", ""e2"": ""toxicity""}, {""id"": ""257"", ""label"": ""yes"", ""e1"": ""levobupivacaine"", ""e2"": ""cardiovascular collapse""}, {""id"": ""258"", ""label"": ""no"", ""e1"": ""levobupivacaine"", ""e2"": ""ventricular tachycardia""}, {""id"": ""259"", ""label"": ""no"", ""e1"": ""levobupivacaine"", ""e2"": ""fibrillation""}]"
24100055,incidence of heparin-induced thrombocytopenia type ii and postoperative recovery of platelet count in liver graft recipients: a retrospective cohort analysis.,"background: thrombocytopenia in patients with end-stage liver disease is a common disorder caused mainly by portal hypertension, low levels of thrombopoetin, and endotoxemia. the impact of immune-mediated heparin-induced thrombocytopenia type ii (hit type ii) as a cause of thrombocytopenia after liver transplantation is not yet understood, with few literature citations reporting contradictory results. the aim of our study was to demonstrate the perioperative course of thrombocytopenia after liver transplantation and determine the occurrence of clinical hit type ii. method: we retrospectively evaluated the medical records of 205 consecutive adult patients who underwent full-size liver transplantation between january 2006 and december 2010 due to end-stage or malignant liver disease. preoperative platelet count, postoperative course of platelets, and clinical signs of hit type ii were analyzed. results: a total of 155 (75.6%) of 205 patients had thrombocytopenia before transplantation, significantly influenced by model of end-stage liver disease score and liver cirrhosis. the platelet count exceeded 100,000/ul in most of the patients (n = 193) at a medium of 7 d. regarding hit ii, there were four (1.95%) patients with a background of hit type ii. conclusions: the incidence of hit in patients with end-stage hepatic failure is, with about 1.95%, rare. for further reduction of hit type ii, the use of intravenous heparin should be avoided and the prophylactic anticoagulation should be performed with low-molecular-weight heparin after normalization of platelet count.","[{""id"": ""260"", ""label"": ""yes"", ""e1"": ""heparin"", ""e2"": ""thrombocytopenia type ii""}, {""id"": ""261"", ""label"": ""yes"", ""e1"": ""heparin"", ""e2"": ""thrombocytopenia""}, {""id"": ""262"", ""label"": ""no"", ""e1"": ""heparin"", ""e2"": ""end-stage liver disease""}, {""id"": ""263"", ""label"": ""no"", ""e1"": ""heparin"", ""e2"": ""portal hypertension""}, {""id"": ""264"", ""label"": ""no"", ""e1"": ""heparin"", ""e2"": ""endotoxemia""}, {""id"": ""265"", ""label"": ""yes"", ""e1"": ""heparin"", ""e2"": ""hit type ii""}, {""id"": ""266"", ""label"": ""no"", ""e1"": ""heparin"", ""e2"": ""end-stage or malignant liver disease""}, {""id"": ""267"", ""label"": ""no"", ""e1"": ""heparin"", ""e2"": ""liver cirrhosis""}, {""id"": ""268"", ""label"": ""yes"", ""e1"": ""heparin"", ""e2"": ""hit ii""}, {""id"": ""269"", ""label"": ""yes"", ""e1"": ""heparin"", ""e2"": ""hit""}, {""id"": ""270"", ""label"": ""no"", ""e1"": ""heparin"", ""e2"": ""end-stage hepatic failure""}]"
